district,latitude,longitude,date,year,cases
Vellore,8.22596513178947,78.98801287255277,2025-12-12,2025,17
Coimbatore,13.19639313368383,78.14988766209166,2016-12-02,2016,5
Tenkasi,9.415803319809571,77.79460476523921,2021-10-28,2021,9
Krishnagiri,8.952412058033609,79.96754407478385,2020-11-15,2020,18
Virudhunagar,8.479253000752081,80.0074729531343,2019-08-16,2019,15
Tirupathur,9.264329008844909,79.8427404651618,2025-03-09,2025,12
Tiruvallur,12.884005519149685,79.1581674412871,2022-03-03,2022,11
Nilgiris,9.741199889019123,79.47675341562179,2024-06-18,2024,18
Salem,9.25577671285841,76.59582102659637,2024-04-18,2024,19
Tirupathur,9.264329008844909,79.8427404651618,2017-10-22,2017,13
Theni,11.028664171009837,79.84010167865944,2025-06-18,2025,11
Tiruvallur,12.884005519149685,79.1581674412871,2022-11-12,2022,17
Pudukkottai,13.448163145399755,79.75913900405705,2018-02-14,2018,12
Tirupathur,9.264329008844909,79.8427404651618,2017-11-05,2017,12
Perambalur,11.21215672280004,79.19018115232493,2016-02-04,2016,13
Krishnagiri,8.952412058033609,79.96754407478385,2024-03-25,2024,12
Tiruvannamalai,11.975069982513673,80.33873216325708,2017-09-26,2017,12
Karur,10.494940950452266,76.74816994691155,2019-04-17,2019,11
Chengalpattu,10.971775155436356,80.06195662124445,2019-10-21,2019,18
Salem,9.25577671285841,76.59582102659637,2012-08-28,2012,7
Nagapattinam,8.175088461543824,79.18625315713577,2024-03-01,2024,14
Cuddalore,11.398891248278582,78.96890626302286,2013-05-29,2013,10
Karur,10.494940950452266,76.74816994691155,2023-06-16,2023,8
Dindigul,11.71587791882988,77.4615963417431,2019-07-07,2019,13
Tiruvarur,9.364422817745872,79.0479597862676,2024-12-12,2024,18
Mayiladuthurai,12.511186625404672,78.71974466077558,2023-04-27,2023,13
Chengalpattu,10.971775155436356,80.06195662124445,2023-11-10,2023,19
Tiruchirappalli,10.494646628898746,79.3199696545924,2020-06-08,2020,16
Tiruvarur,9.364422817745872,79.0479597862676,2019-05-10,2019,5
Namakkal,11.88168313402467,78.21006029734804,2016-11-24,2016,15
Tiruvallur,12.884005519149685,79.1581674412871,2024-05-11,2024,16
Perambalur,11.21215672280004,79.19018115232493,2024-06-07,2024,20
Theni,11.028664171009837,79.84010167865944,2024-03-27,2024,8
Kanyakumari,12.058539062877301,78.7208672049697,2017-08-08,2017,14
Ramanathapuram,10.459286774629927,79.98738840538071,2024-08-29,2024,22
Theni,11.028664171009837,79.84010167865944,2021-08-13,2021,20
Ramanathapuram,10.459286774629927,79.98738840538071,2020-12-01,2020,13
Krishnagiri,8.952412058033609,79.96754407478385,2018-04-04,2018,15
Chennai,12.978227524916026,79.78258582106868,2024-08-10,2024,9
Dindigul,11.71587791882988,77.4615963417431,2025-04-14,2025,11
Tenkasi,9.415803319809571,77.79460476523921,2022-07-06,2022,17
Kanyakumari,12.058539062877301,78.7208672049697,2014-07-14,2014,10
Tenkasi,9.415803319809571,77.79460476523921,2024-10-29,2024,21
Cuddalore,11.398891248278582,78.96890626302286,2023-03-29,2023,18
Namakkal,11.88168313402467,78.21006029734804,2023-10-25,2023,13
Tiruvarur,9.364422817745872,79.0479597862676,2025-03-06,2025,19
Thoothukudi,10.745965039564158,79.87680787016569,2014-07-07,2014,8
Tiruvannamalai,11.975069982513673,80.33873216325708,2021-06-10,2021,14
Theni,11.028664171009837,79.84010167865944,2021-01-26,2021,20
Ramanathapuram,10.459286774629927,79.98738840538071,2024-03-26,2024,15
Chengalpattu,10.971775155436356,80.06195662124445,2024-05-05,2024,17
Madurai,10.184734806512786,77.18063412427139,2015-08-24,2015,11
Ranipet,10.74911792754445,77.95757451518396,2022-11-11,2022,15
Kanchipuram,12.553203369050639,76.91809803087223,2022-11-13,2022,13
Krishnagiri,8.952412058033609,79.96754407478385,2011-06-29,2011,3
Erode,12.22226401305712,80.06453910782892,2022-09-29,2022,15
Kanyakumari,12.058539062877301,78.7208672049697,2012-04-11,2012,13
Madurai,10.184734806512786,77.18063412427139,2024-01-07,2024,15
Kanchipuram,12.553203369050639,76.91809803087223,2015-02-15,2015,13
Salem,9.25577671285841,76.59582102659637,2021-08-19,2021,10
Theni,11.028664171009837,79.84010167865944,2021-08-28,2021,14
Kanyakumari,12.058539062877301,78.7208672049697,2024-10-17,2024,20
Kanchipuram,12.553203369050639,76.91809803087223,2017-10-02,2017,11
Pudukkottai,13.448163145399755,79.75913900405705,2024-03-24,2024,13
Tiruchirappalli,10.494646628898746,79.3199696545924,2022-08-07,2022,20
Namakkal,11.88168313402467,78.21006029734804,2019-09-04,2019,9
Nagapattinam,8.175088461543824,79.18625315713577,2023-01-02,2023,11
Namakkal,11.88168313402467,78.21006029734804,2025-10-27,2025,12
Namakkal,11.88168313402467,78.21006029734804,2021-12-24,2021,10
Cuddalore,11.398891248278582,78.96890626302286,2023-10-01,2023,17
Perambalur,11.21215672280004,79.19018115232493,2020-12-12,2020,11
Tirunelveli,11.364535836693786,78.9978185573482,2021-01-04,2021,15
Virudhunagar,8.479253000752081,80.0074729531343,2024-09-30,2024,10
Coimbatore,13.19639313368383,78.14988766209166,2025-10-02,2025,18
Tirunelveli,11.364535836693786,78.9978185573482,2018-02-19,2018,15
Chennai,12.978227524916026,79.78258582106868,2025-10-04,2025,18
Thoothukudi,10.745965039564158,79.87680787016569,2025-10-22,2025,17
Ramanathapuram,10.459286774629927,79.98738840538071,2025-03-09,2025,13
Tirupathur,9.264329008844909,79.8427404651618,2025-02-06,2025,17
Perambalur,11.21215672280004,79.19018115232493,2024-05-05,2024,15
Namakkal,11.88168313402467,78.21006029734804,2020-12-15,2020,8
Thanjavur,9.435157103765098,78.98806423544055,2017-02-19,2017,10
Dindigul,11.71587791882988,77.4615963417431,2015-09-18,2015,13
Theni,11.028664171009837,79.84010167865944,2017-03-05,2017,6
Dindigul,11.71587791882988,77.4615963417431,2019-12-25,2019,15
Ranipet,10.74911792754445,77.95757451518396,2011-03-27,2011,12
Sivaganga,9.82810637090627,77.21275160084942,2023-01-13,2023,14
Tirunelveli,11.364535836693786,78.9978185573482,2014-07-29,2014,9
Dharmapuri,11.620204042032553,77.98810758995262,2023-09-24,2023,13
Madurai,10.184734806512786,77.18063412427139,2022-09-26,2022,16
Tiruvarur,9.364422817745872,79.0479597862676,2023-08-07,2023,15
Erode,12.22226401305712,80.06453910782892,2023-06-04,2023,17
Karur,10.494940950452266,76.74816994691155,2017-11-12,2017,13
Dindigul,11.71587791882988,77.4615963417431,2023-03-21,2023,17
Vellore,8.22596513178947,78.98801287255277,2017-01-10,2017,14
Thoothukudi,10.745965039564158,79.87680787016569,2016-05-25,2016,5
Thanjavur,9.435157103765098,78.98806423544055,2017-01-31,2017,9
Ranipet,10.74911792754445,77.95757451518396,2019-07-01,2019,17
Madurai,10.184734806512786,77.18063412427139,2016-12-02,2016,14
Perambalur,11.21215672280004,79.19018115232493,2023-09-02,2023,13
Chengalpattu,10.971775155436356,80.06195662124445,2013-05-17,2013,14
Kanchipuram,12.553203369050639,76.91809803087223,2018-11-12,2018,10
Tirunelveli,11.364535836693786,78.9978185573482,2024-06-15,2024,17
Karur,10.494940950452266,76.74816994691155,2020-06-07,2020,13
Tirupathur,9.264329008844909,79.8427404651618,2023-10-29,2023,8
Tirunelveli,11.364535836693786,78.9978185573482,2016-05-11,2016,11
Tiruvannamalai,11.975069982513673,80.33873216325708,2012-05-28,2012,15
Erode,12.22226401305712,80.06453910782892,2019-12-09,2019,16
Chennai,12.978227524916026,79.78258582106868,2016-05-11,2016,7
Sivaganga,9.82810637090627,77.21275160084942,2025-12-25,2025,16
Vellore,8.22596513178947,78.98801287255277,2023-04-05,2023,11
Sivaganga,9.82810637090627,77.21275160084942,2013-08-21,2013,15
Chennai,12.978227524916026,79.78258582106868,2024-09-18,2024,14
Salem,9.25577671285841,76.59582102659637,2016-04-07,2016,14
Chengalpattu,10.971775155436356,80.06195662124445,2020-04-25,2020,13
Kanchipuram,12.553203369050639,76.91809803087223,2021-05-27,2021,12
Kanyakumari,12.058539062877301,78.7208672049697,2015-06-30,2015,12
Viluppuram,12.485439055348948,78.36255300160714,2016-01-05,2016,7
Cuddalore,11.398891248278582,78.96890626302286,2022-06-05,2022,19
Vellore,8.22596513178947,78.98801287255277,2016-08-11,2016,14
Theni,11.028664171009837,79.84010167865944,2016-11-11,2016,14
Vellore,8.22596513178947,78.98801287255277,2025-08-30,2025,15
Ranipet,10.74911792754445,77.95757451518396,2016-04-01,2016,10
Ariyalur,12.305881205692778,76.62231682841326,2024-06-01,2024,15
Tiruvallur,12.884005519149685,79.1581674412871,2010-10-12,2010,10
Pudukkottai,13.448163145399755,79.75913900405705,2020-11-07,2020,13
Karur,10.494940950452266,76.74816994691155,2013-05-28,2013,11
Perambalur,11.21215672280004,79.19018115232493,2014-10-29,2014,7
Perambalur,11.21215672280004,79.19018115232493,2020-01-31,2020,11
Chengalpattu,10.971775155436356,80.06195662124445,2022-11-01,2022,13
Tiruvallur,12.884005519149685,79.1581674412871,2017-11-09,2017,5
Kallakurichi,10.947006157151062,79.95492868203901,2020-05-09,2020,13
Kallakurichi,10.947006157151062,79.95492868203901,2019-04-21,2019,18
Tirunelveli,11.364535836693786,78.9978185573482,2016-08-14,2016,13
Dindigul,11.71587791882988,77.4615963417431,2012-03-19,2012,16
Namakkal,11.88168313402467,78.21006029734804,2018-11-18,2018,5
Chennai,12.978227524916026,79.78258582106868,2017-08-08,2017,7
Viluppuram,12.485439055348948,78.36255300160714,2021-05-03,2021,7
Cuddalore,11.398891248278582,78.96890626302286,2017-05-06,2017,15
Tenkasi,9.415803319809571,77.79460476523921,2025-07-29,2025,13
Tirunelveli,11.364535836693786,78.9978185573482,2017-05-09,2017,7
Ramanathapuram,10.459286774629927,79.98738840538071,2016-07-21,2016,10
Karur,10.494940950452266,76.74816994691155,2024-03-07,2024,13
Tiruchirappalli,10.494646628898746,79.3199696545924,2024-12-09,2024,11
Chengalpattu,10.971775155436356,80.06195662124445,2023-01-26,2023,16
Krishnagiri,8.952412058033609,79.96754407478385,2012-12-28,2012,9
Nilgiris,9.741199889019123,79.47675341562179,2017-07-02,2017,8
Krishnagiri,8.952412058033609,79.96754407478385,2024-10-11,2024,12
Chennai,12.978227524916026,79.78258582106868,2017-01-31,2017,18
Coimbatore,13.19639313368383,78.14988766209166,2021-03-22,2021,11
Karur,10.494940950452266,76.74816994691155,2022-11-10,2022,10
Viluppuram,12.485439055348948,78.36255300160714,2024-09-22,2024,17
Erode,12.22226401305712,80.06453910782892,2012-08-18,2012,9
Erode,12.22226401305712,80.06453910782892,2020-10-08,2020,15
Dharmapuri,11.620204042032553,77.98810758995262,2024-09-18,2024,8
Thanjavur,9.435157103765098,78.98806423544055,2024-04-18,2024,16
Perambalur,11.21215672280004,79.19018115232493,2019-05-15,2019,5
Perambalur,11.21215672280004,79.19018115232493,2016-09-17,2016,11
Salem,9.25577671285841,76.59582102659637,2016-07-31,2016,5
Ramanathapuram,10.459286774629927,79.98738840538071,2013-04-15,2013,12
Perambalur,11.21215672280004,79.19018115232493,2020-06-14,2020,14
Ramanathapuram,10.459286774629927,79.98738840538071,2023-06-17,2023,17
Coimbatore,13.19639313368383,78.14988766209166,2024-09-03,2024,12
Tiruvallur,12.884005519149685,79.1581674412871,2021-09-25,2021,14
Namakkal,11.88168313402467,78.21006029734804,2023-09-20,2023,11
Tiruvannamalai,11.975069982513673,80.33873216325708,2024-05-18,2024,15
Salem,9.25577671285841,76.59582102659637,2014-08-22,2014,11
Ariyalur,12.305881205692778,76.62231682841326,2012-08-13,2012,7
Tiruvarur,9.364422817745872,79.0479597862676,2017-12-21,2017,11
Ranipet,10.74911792754445,77.95757451518396,2017-10-08,2017,16
Tiruchirappalli,10.494646628898746,79.3199696545924,2025-12-07,2025,16
Kanchipuram,12.553203369050639,76.91809803087223,2015-05-24,2015,9
Cuddalore,11.398891248278582,78.96890626302286,2024-09-27,2024,20
Sivaganga,9.82810637090627,77.21275160084942,2019-10-28,2019,10
Tenkasi,9.415803319809571,77.79460476523921,2019-09-02,2019,5
Kallakurichi,10.947006157151062,79.95492868203901,2018-09-29,2018,17
Tiruvarur,9.364422817745872,79.0479597862676,2017-08-29,2017,9
Virudhunagar,8.479253000752081,80.0074729531343,2018-08-10,2018,9
Ranipet,10.74911792754445,77.95757451518396,2017-04-20,2017,13
Sivaganga,9.82810637090627,77.21275160084942,2025-06-28,2025,14
Pudukkottai,13.448163145399755,79.75913900405705,2013-07-03,2013,9
Namakkal,11.88168313402467,78.21006029734804,2025-08-01,2025,10
Kallakurichi,10.947006157151062,79.95492868203901,2024-10-18,2024,16
Karur,10.494940950452266,76.74816994691155,2017-06-28,2017,15
Ariyalur,12.305881205692778,76.62231682841326,2025-01-21,2025,12
Tiruvannamalai,11.975069982513673,80.33873216325708,2024-05-13,2024,11
Perambalur,11.21215672280004,79.19018115232493,2025-04-29,2025,10
Thanjavur,9.435157103765098,78.98806423544055,2019-04-26,2019,12
Tenkasi,9.415803319809571,77.79460476523921,2023-01-14,2023,13
Madurai,10.184734806512786,77.18063412427139,2023-05-06,2023,15
Ranipet,10.74911792754445,77.95757451518396,2025-01-21,2025,19
Theni,11.028664171009837,79.84010167865944,2019-08-17,2019,14
Tiruvarur,9.364422817745872,79.0479597862676,2019-03-13,2019,14
Karur,10.494940950452266,76.74816994691155,2018-04-19,2018,15
Tiruvannamalai,11.975069982513673,80.33873216325708,2017-08-20,2017,10
Tirunelveli,11.364535836693786,78.9978185573482,2022-07-14,2022,20
Nagapattinam,8.175088461543824,79.18625315713577,2022-03-22,2022,21
Pudukkottai,13.448163145399755,79.75913900405705,2014-04-29,2014,15
Ranipet,10.74911792754445,77.95757451518396,2013-05-24,2013,12
Tirunelveli,11.364535836693786,78.9978185573482,2020-04-17,2020,8
Tirupathur,9.264329008844909,79.8427404651618,2024-12-05,2024,15
Ariyalur,12.305881205692778,76.62231682841326,2025-08-15,2025,11
Karur,10.494940950452266,76.74816994691155,2012-10-22,2012,12
Pudukkottai,13.448163145399755,79.75913900405705,2021-02-15,2021,13
Ariyalur,12.305881205692778,76.62231682841326,2014-07-29,2014,8
Coimbatore,13.19639313368383,78.14988766209166,2024-11-09,2024,16
Ariyalur,12.305881205692778,76.62231682841326,2015-04-24,2015,8
Cuddalore,11.398891248278582,78.96890626302286,2024-07-11,2024,19
Tiruppur,11.298769353517763,79.21465589721967,2013-01-16,2013,3
Karur,10.494940950452266,76.74816994691155,2023-01-06,2023,10
Tiruvannamalai,11.975069982513673,80.33873216325708,2017-03-29,2017,12
Viluppuram,12.485439055348948,78.36255300160714,2025-06-02,2025,13
Kallakurichi,10.947006157151062,79.95492868203901,2025-10-07,2025,15
Tiruchirappalli,10.494646628898746,79.3199696545924,2020-07-14,2020,12
Theni,11.028664171009837,79.84010167865944,2021-12-20,2021,16
Kanyakumari,12.058539062877301,78.7208672049697,2012-10-20,2012,11
Kallakurichi,10.947006157151062,79.95492868203901,2012-01-10,2012,6
Erode,12.22226401305712,80.06453910782892,2020-11-09,2020,13
Kanyakumari,12.058539062877301,78.7208672049697,2020-05-01,2020,13
Tiruvarur,9.364422817745872,79.0479597862676,2016-01-13,2016,10
Virudhunagar,8.479253000752081,80.0074729531343,2013-02-06,2013,12
Ranipet,10.74911792754445,77.95757451518396,2020-06-09,2020,11
Dharmapuri,11.620204042032553,77.98810758995262,2021-05-28,2021,14
Ariyalur,12.305881205692778,76.62231682841326,2019-04-19,2019,10
Dindigul,11.71587791882988,77.4615963417431,2012-04-18,2012,12
Madurai,10.184734806512786,77.18063412427139,2013-12-04,2013,9
Virudhunagar,8.479253000752081,80.0074729531343,2019-02-08,2019,17
Namakkal,11.88168313402467,78.21006029734804,2020-11-16,2020,9
Tiruvannamalai,11.975069982513673,80.33873216325708,2014-03-16,2014,14
Tiruvannamalai,11.975069982513673,80.33873216325708,2025-09-23,2025,15
Karur,10.494940950452266,76.74816994691155,2019-04-04,2019,8
Nilgiris,9.741199889019123,79.47675341562179,2012-10-14,2012,11
Namakkal,11.88168313402467,78.21006029734804,2013-05-20,2013,8
Tirunelveli,11.364535836693786,78.9978185573482,2022-08-16,2022,18
Perambalur,11.21215672280004,79.19018115232493,2016-11-23,2016,10
Coimbatore,13.19639313368383,78.14988766209166,2025-06-23,2025,19
Theni,11.028664171009837,79.84010167865944,2024-12-07,2024,12
Viluppuram,12.485439055348948,78.36255300160714,2025-05-30,2025,22
Karur,10.494940950452266,76.74816994691155,2025-08-15,2025,12
Madurai,10.184734806512786,77.18063412427139,2021-03-18,2021,8
Cuddalore,11.398891248278582,78.96890626302286,2019-10-02,2019,13
Ariyalur,12.305881205692778,76.62231682841326,2024-02-05,2024,15
Pudukkottai,13.448163145399755,79.75913900405705,2023-09-10,2023,13
Sivaganga,9.82810637090627,77.21275160084942,2019-12-30,2019,12
Theni,11.028664171009837,79.84010167865944,2025-07-04,2025,15
Nilgiris,9.741199889019123,79.47675341562179,2020-06-15,2020,7
Namakkal,11.88168313402467,78.21006029734804,2024-12-28,2024,10
Chennai,12.978227524916026,79.78258582106868,2023-02-25,2023,18
Kallakurichi,10.947006157151062,79.95492868203901,2015-09-13,2015,11
Kanyakumari,12.058539062877301,78.7208672049697,2021-03-11,2021,12
Tirupathur,9.264329008844909,79.8427404651618,2020-08-19,2020,13
Dharmapuri,11.620204042032553,77.98810758995262,2021-02-11,2021,15
Tiruvallur,12.884005519149685,79.1581674412871,2016-09-01,2016,16
Tirunelveli,11.364535836693786,78.9978185573482,2024-01-15,2024,14
Chengalpattu,10.971775155436356,80.06195662124445,2022-10-21,2022,13
Salem,9.25577671285841,76.59582102659637,2020-01-04,2020,15
Namakkal,11.88168313402467,78.21006029734804,2018-05-12,2018,15
Krishnagiri,8.952412058033609,79.96754407478385,2012-02-29,2012,6
Nilgiris,9.741199889019123,79.47675341562179,2025-09-01,2025,8
Namakkal,11.88168313402467,78.21006029734804,2022-06-25,2022,13
Tirunelveli,11.364535836693786,78.9978185573482,2020-01-14,2020,11
Namakkal,11.88168313402467,78.21006029734804,2020-04-12,2020,15
Coimbatore,13.19639313368383,78.14988766209166,2023-03-27,2023,13
Krishnagiri,8.952412058033609,79.96754407478385,2025-06-26,2025,11
Nagapattinam,8.175088461543824,79.18625315713577,2019-01-20,2019,12
Thoothukudi,10.745965039564158,79.87680787016569,2016-02-20,2016,4
Kanchipuram,12.553203369050639,76.91809803087223,2017-10-14,2017,8
Kallakurichi,10.947006157151062,79.95492868203901,2014-11-13,2014,10
Kanyakumari,12.058539062877301,78.7208672049697,2025-07-19,2025,18
Dindigul,11.71587791882988,77.4615963417431,2017-03-04,2017,12
Tirunelveli,11.364535836693786,78.9978185573482,2018-05-17,2018,15
Chengalpattu,10.971775155436356,80.06195662124445,2012-06-21,2012,15
Nagapattinam,8.175088461543824,79.18625315713577,2019-06-30,2019,17
Vellore,8.22596513178947,78.98801287255277,2024-08-08,2024,22
Ramanathapuram,10.459286774629927,79.98738840538071,2016-01-10,2016,14
Salem,9.25577671285841,76.59582102659637,2023-12-05,2023,15
Namakkal,11.88168313402467,78.21006029734804,2018-09-16,2018,12
Namakkal,11.88168313402467,78.21006029734804,2020-11-26,2020,11
Tirupathur,9.264329008844909,79.8427404651618,2018-11-11,2018,13
Madurai,10.184734806512786,77.18063412427139,2021-12-25,2021,11
Erode,12.22226401305712,80.06453910782892,2014-07-12,2014,10
Thoothukudi,10.745965039564158,79.87680787016569,2015-12-18,2015,5
Tiruvallur,12.884005519149685,79.1581674412871,2024-11-23,2024,21
Viluppuram,12.485439055348948,78.36255300160714,2014-08-28,2014,10
Madurai,10.184734806512786,77.18063412427139,2021-08-26,2021,13
Theni,11.028664171009837,79.84010167865944,2024-10-09,2024,13
Ariyalur,12.305881205692778,76.62231682841326,2019-11-18,2019,8
Tirupathur,9.264329008844909,79.8427404651618,2023-07-20,2023,9
Ramanathapuram,10.459286774629927,79.98738840538071,2021-08-14,2021,13
Ramanathapuram,10.459286774629927,79.98738840538071,2017-07-17,2017,15
Kanchipuram,12.553203369050639,76.91809803087223,2018-11-10,2018,11
Coimbatore,13.19639313368383,78.14988766209166,2023-06-28,2023,16
Thoothukudi,10.745965039564158,79.87680787016569,2023-03-27,2023,16
Tiruvallur,12.884005519149685,79.1581674412871,2013-02-19,2013,12
Ranipet,10.74911792754445,77.95757451518396,2022-07-27,2022,8
Dharmapuri,11.620204042032553,77.98810758995262,2013-11-01,2013,15
Tiruchirappalli,10.494646628898746,79.3199696545924,2012-07-20,2012,3
Ramanathapuram,10.459286774629927,79.98738840538071,2017-11-11,2017,8
Ramanathapuram,10.459286774629927,79.98738840538071,2019-03-29,2019,9
Pudukkottai,13.448163145399755,79.75913900405705,2020-06-23,2020,14
Tiruppur,11.298769353517763,79.21465589721967,2013-10-29,2013,10
Krishnagiri,8.952412058033609,79.96754407478385,2022-04-17,2022,19
Erode,12.22226401305712,80.06453910782892,2025-06-08,2025,13
Tiruvarur,9.364422817745872,79.0479597862676,2016-08-24,2016,15
Madurai,10.184734806512786,77.18063412427139,2021-04-03,2021,6
Perambalur,11.21215672280004,79.19018115232493,2022-11-07,2022,9
Madurai,10.184734806512786,77.18063412427139,2024-07-09,2024,22
Cuddalore,11.398891248278582,78.96890626302286,2024-02-20,2024,16
Pudukkottai,13.448163145399755,79.75913900405705,2023-09-06,2023,18
Kanyakumari,12.058539062877301,78.7208672049697,2025-10-02,2025,10
Ariyalur,12.305881205692778,76.62231682841326,2023-10-29,2023,11
Tiruchirappalli,10.494646628898746,79.3199696545924,2017-09-29,2017,5
Tiruchirappalli,10.494646628898746,79.3199696545924,2021-09-14,2021,16
Viluppuram,12.485439055348948,78.36255300160714,2016-03-08,2016,6
Mayiladuthurai,12.511186625404672,78.71974466077558,2024-10-25,2024,19
Salem,9.25577671285841,76.59582102659637,2020-12-03,2020,13
Dindigul,11.71587791882988,77.4615963417431,2018-02-03,2018,15
Chengalpattu,10.971775155436356,80.06195662124445,2016-05-24,2016,12
Dharmapuri,11.620204042032553,77.98810758995262,2025-09-07,2025,21
Mayiladuthurai,12.511186625404672,78.71974466077558,2019-09-17,2019,13
Tiruvarur,9.364422817745872,79.0479597862676,2023-04-12,2023,13
Tiruvarur,9.364422817745872,79.0479597862676,2018-08-25,2018,9
Salem,9.25577671285841,76.59582102659637,2014-06-07,2014,13
Tiruppur,11.298769353517763,79.21465589721967,2021-07-08,2021,14
Viluppuram,12.485439055348948,78.36255300160714,2020-03-29,2020,13
Ranipet,10.74911792754445,77.95757451518396,2014-04-16,2014,3
Erode,12.22226401305712,80.06453910782892,2024-08-12,2024,13
Tiruchirappalli,10.494646628898746,79.3199696545924,2022-04-06,2022,7
Thoothukudi,10.745965039564158,79.87680787016569,2020-06-06,2020,14
Kallakurichi,10.947006157151062,79.95492868203901,2019-06-12,2019,13
Viluppuram,12.485439055348948,78.36255300160714,2017-08-14,2017,5
Tenkasi,9.415803319809571,77.79460476523921,2015-07-23,2015,15
Vellore,8.22596513178947,78.98801287255277,2020-08-15,2020,16
Tirupathur,9.264329008844909,79.8427404651618,2016-06-09,2016,6
Tiruchirappalli,10.494646628898746,79.3199696545924,2024-12-17,2024,10
Erode,12.22226401305712,80.06453910782892,2020-04-12,2020,13
Nilgiris,9.741199889019123,79.47675341562179,2025-08-08,2025,16
Virudhunagar,8.479253000752081,80.0074729531343,2022-09-29,2022,14
Krishnagiri,8.952412058033609,79.96754407478385,2020-01-02,2020,12
Thanjavur,9.435157103765098,78.98806423544055,2022-10-06,2022,17
Karur,10.494940950452266,76.74816994691155,2016-10-18,2016,7
Theni,11.028664171009837,79.84010167865944,2011-04-23,2011,14
Tiruchirappalli,10.494646628898746,79.3199696545924,2024-05-27,2024,11
Dharmapuri,11.620204042032553,77.98810758995262,2011-07-24,2011,7
Kanchipuram,12.553203369050639,76.91809803087223,2020-11-05,2020,16
Nilgiris,9.741199889019123,79.47675341562179,2025-01-09,2025,15
Dindigul,11.71587791882988,77.4615963417431,2012-04-28,2012,7
Ariyalur,12.305881205692778,76.62231682841326,2020-03-07,2020,16
Tiruvallur,12.884005519149685,79.1581674412871,2023-04-07,2023,10
Tiruvarur,9.364422817745872,79.0479597862676,2023-03-22,2023,10
Ranipet,10.74911792754445,77.95757451518396,2019-11-25,2019,14
Tirunelveli,11.364535836693786,78.9978185573482,2024-03-09,2024,19
Sivaganga,9.82810637090627,77.21275160084942,2021-01-26,2021,16
Ramanathapuram,10.459286774629927,79.98738840538071,2010-05-11,2010,4
Tiruvannamalai,11.975069982513673,80.33873216325708,2015-12-17,2015,10
Tiruchirappalli,10.494646628898746,79.3199696545924,2023-08-23,2023,14
Thoothukudi,10.745965039564158,79.87680787016569,2013-09-07,2013,13
Tiruvallur,12.884005519149685,79.1581674412871,2018-03-25,2018,10
Krishnagiri,8.952412058033609,79.96754407478385,2017-09-11,2017,9
Dindigul,11.71587791882988,77.4615963417431,2017-10-16,2017,17
Tenkasi,9.415803319809571,77.79460476523921,2014-08-19,2014,6
Dindigul,11.71587791882988,77.4615963417431,2022-10-08,2022,14
Dharmapuri,11.620204042032553,77.98810758995262,2025-11-27,2025,13
Dindigul,11.71587791882988,77.4615963417431,2025-01-04,2025,20
Coimbatore,13.19639313368383,78.14988766209166,2016-02-19,2016,5
Thanjavur,9.435157103765098,78.98806423544055,2014-08-02,2014,9
Krishnagiri,8.952412058033609,79.96754407478385,2017-08-22,2017,7
Ariyalur,12.305881205692778,76.62231682841326,2016-10-03,2016,12
Kanchipuram,12.553203369050639,76.91809803087223,2025-03-18,2025,18
Thoothukudi,10.745965039564158,79.87680787016569,2022-03-03,2022,14
Tirunelveli,11.364535836693786,78.9978185573482,2015-08-23,2015,9
Erode,12.22226401305712,80.06453910782892,2017-04-15,2017,9
Kanchipuram,12.553203369050639,76.91809803087223,2024-10-21,2024,15
Tiruchirappalli,10.494646628898746,79.3199696545924,2023-08-19,2023,13
Thanjavur,9.435157103765098,78.98806423544055,2022-08-29,2022,20
Erode,12.22226401305712,80.06453910782892,2013-11-18,2013,13
Ranipet,10.74911792754445,77.95757451518396,2025-03-25,2025,16
Dharmapuri,11.620204042032553,77.98810758995262,2024-03-27,2024,16
Tiruppur,11.298769353517763,79.21465589721967,2023-07-10,2023,12
Nagapattinam,8.175088461543824,79.18625315713577,2020-10-29,2020,12
Coimbatore,13.19639313368383,78.14988766209166,2023-09-04,2023,17
Thoothukudi,10.745965039564158,79.87680787016569,2021-12-08,2021,14
Ariyalur,12.305881205692778,76.62231682841326,2023-04-06,2023,14
Cuddalore,11.398891248278582,78.96890626302286,2020-02-27,2020,12
Pudukkottai,13.448163145399755,79.75913900405705,2023-06-23,2023,18
Kallakurichi,10.947006157151062,79.95492868203901,2014-11-26,2014,5
Nilgiris,9.741199889019123,79.47675341562179,2019-10-12,2019,16
Dharmapuri,11.620204042032553,77.98810758995262,2021-10-04,2021,15
Kallakurichi,10.947006157151062,79.95492868203901,2022-02-03,2022,10
Ramanathapuram,10.459286774629927,79.98738840538071,2022-08-12,2022,13
Chennai,12.978227524916026,79.78258582106868,2017-08-06,2017,10
Erode,12.22226401305712,80.06453910782892,2021-07-24,2021,9
Vellore,8.22596513178947,78.98801287255277,2022-02-27,2022,18
Coimbatore,13.19639313368383,78.14988766209166,2021-03-07,2021,12
Salem,9.25577671285841,76.59582102659637,2017-02-10,2017,9
Ramanathapuram,10.459286774629927,79.98738840538071,2025-05-27,2025,13
Karur,10.494940950452266,76.74816994691155,2019-04-09,2019,10
Tiruvallur,12.884005519149685,79.1581674412871,2023-02-19,2023,13
Ramanathapuram,10.459286774629927,79.98738840538071,2019-12-08,2019,13
Kallakurichi,10.947006157151062,79.95492868203901,2014-07-05,2014,6
